date;unit;consumption;time
9.4.2019;fridge;65,5W;16:45
9.4.2019;fridge;63,9W;16:50
9.4.2019;fridge;2,6W;16:55
9.4.2019;fridge;2,6W;17:00
9.4.2019;fridge;3,3W;17:05
9.4.2019;fridge;155,6W;17:10
9.4.2019;fridge;155,6W;17:15
9.4.2019;fridge;155,6W;17:20
9.4.2019;fridge;155,6W;17:25
9.4.2019;fridge;155,6W;17:30
9.4.2019;fridge;155,6W;17:35
9.4.2019;fridge;44,3W;17:40
9.4.2019;fridge;46,4W;17:45
9.4.2019;fridge;46,4W;17:50
9.4.2019;fridge;46,4W;17:55
9.4.2019;fridge;46,4W;18:00
9.4.2019;fridge;46,4W;18:05
9.4.2019;fridge;46,4W;18:10
9.4.2019;fridge;42,4W;18:15
9.4.2019;fridge;42,4W;18:20
9.4.2019;fridge;42,4W;18:25
9.4.2019;fridge;42,4W;18:30
9.4.2019;fridge;38,3W;18:35
9.4.2019;fridge;37,7W;18:40
9.4.2019;fridge;37,7W;18:45
9.4.2019;fridge;37,6W;18:50
9.4.2019;fridge;36,2W;18:55
9.4.2019;fridge;37,1W;19:00
9.4.2019;fridge;66,2W;19:05
9.4.2019;fridge;66,2W;19:10
9.4.2019;fridge;66,2W;19:15
9.4.2019;fridge;72,3W;19:20
9.4.2019;fridge;72,3W;19:25
9.4.2019;fridge;72,3W;19:30
9.4.2019;fridge;72,3W;19:35
9.4.2019;fridge;72,3W;19:40
9.4.2019;fridge;72,3W;19:45
9.4.2019;fridge;66,1W;19:50
9.4.2019;fridge;2,5W;19:55
9.4.2019;fridge;2,8W;20:00
9.4.2019;fridge;2,8W;20:05
9.4.2019;fridge;29,2W;20:10
9.4.2019;fridge;69,2W;20:15
9.4.2019;fridge;69,2W;20:20
9.4.2019;fridge;69,2W;20:25
9.4.2019;fridge;69,2W;20:30
9.4.2019;fridge;69,2W;20:35
9.4.2019;fridge;69,2W;20:40
9.4.2019;fridge;69,2W;20:45
9.4.2019;fridge;67,1W;20:50
9.4.2019;fridge;67,1W;20:55
9.4.2019;fridge;4,2W;21:00
9.4.2019;fridge;2,8W;21:05
9.4.2019;fridge;2,8W;21:10
9.4.2019;fridge;69,2W;21:15
9.4.2019;fridge;69,2W;21:20
9.4.2019;fridge;69,2W;21:25
9.4.2019;fridge;69,2W;21:30
9.4.2019;fridge;69,2W;21:35
9.4.2019;fridge;69,2W;21:40
9.4.2019;fridge;69,2W;21:45
9.4.2019;fridge;65,1W;21:50
9.4.2019;fridge;3,8W;21:55
9.4.2019;fridge;1,5W;22:00
9.4.2019;fridge;1,5W;22:05
9.4.2019;fridge;31,1W;22:10
9.4.2019;fridge;35,3W;22:15
9.4.2019;fridge;35,3W;22:20
9.4.2019;fridge;38,4W;22:25
9.4.2019;fridge;38,4W;22:30
9.4.2019;fridge;38,4W;22:35
9.4.2019;fridge;38,4W;22:40
9.4.2019;fridge;36,8W;22:45
9.4.2019;fridge;36,8W;22:50
9.4.2019;fridge;36,8W;22:55
9.4.2019;fridge;35,5W;23:00
9.4.2019;fridge;35,0W;23:05
9.4.2019;fridge;34,7W;23:10
9.4.2019;fridge;35,0W;23:15
9.4.2019;fridge;35,0W;23:20
9.4.2019;fridge;34,7W;23:25
9.4.2019;fridge;37,4W;23:30
9.4.2019;fridge;37,6W;23:35
9.4.2019;fridge;38,2W;23:40
9.4.2019;fridge;37,7W;23:45
9.4.2019;fridge;35,3W;23:50
9.4.2019;fridge;35,0W;23:55
